<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for boost::python::detail::container_element<std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > >, unsigned long, boost::python::detail::final_vector_derived_policies<std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > >, false> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<int, std::allocator<int> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<double, std::allocator<double> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > already registered; second conversion method ignored.
WARNING: Can't find trunk frames in the model, can't measure leg spacing
WARNING: Can't find head frames in the model, camera_look_at won't work
gait_parameters {'dx': 0.02, 'dy': -0.03, 'dtheta': 0.01, 'duration': 8, 'hardware': True, 'double_support_ratio': 0.8, 'startend_double_support_ratio': 1.5, 'planned_timesteps': 48, 'replan_timesteps': 10, 'walk_com_height': 0.445, 'walk_foot_height': 0.03, 'walk_trunk_pitch': -5.7, 'walk_foot_rise_ratio': 0.2, 'single_support_duration': 0.8, 'single_support_timesteps': 10, 'foot_length': 0.22, 'feet_spacing': 0.114, 'zmp_margin': 0.02, 'foot_zmp_target_x': 0.0, 'foot_zmp_target_y': 0.0, 'walk_max_dtheta': 1.0, 'walk_max_dy': 0.04, 'walk_max_dx_forward': 0.08, 'walk_max_dx_backward': 0.03, 'joints': ['leg_left_ankle_roll_joint', 'leg_left_ankle_pitch_joint', 'leg_left_knee_pitch_joint', 'leg_left_hip_pitch_joint', 'leg_left_hip_yaw_joint', 'leg_left_hip_roll_joint', 'leg_right_ankle_roll_joint', 'leg_right_ankle_pitch_joint', 'leg_right_knee_pitch_joint', 'leg_right_hip_pitch_joint', 'leg_right_hip_yaw_joint', 'leg_right_hip_roll_joint', 'left_wrist_attachment_joint', 'left_fore_arm_joint', 'left_upper_arm_joint', 'left_shoulder_joint', 'right_wrist_attachment_joint', 'right_fore_arm_joint', 'right_upper_arm_joint', 'right_shoulder_joint'], 'joint_angles': {'left_wrist_attachment_joint': 0, 'left_fore_arm_joint': -90, 'left_upper_arm_joint': 45, 'left_shoulder_joint': 0, 'right_wrist_attachment_joint': 0, 'right_fore_arm_joint': 90, 'right_upper_arm_joint': -45, 'right_shoulder_joint': 0}}
Placing the robot in the initial position...
Initial position reached
BAD root_position: -0.08131
BAD root_position: -0.08170
BAD root_position: -0.08210
BAD root_position: -0.08249
BAD root_position: -0.08287
BAD root_position: -0.08321
BAD root_position: -0.08352
BAD root_position: -0.08376
BAD root_position: -0.08393
BAD root_position: -0.08401
BAD root_position: -0.08404
BAD root_position: -0.08406
BAD root_position: -0.08409
BAD root_position: -0.08411
BAD root_position: -0.08414
BAD root_position: -0.08416
BAD root_position: -0.08418
BAD root_position: -0.08420
BAD root_position: -0.08415
BAD root_position: -0.08400
BAD root_position: -0.08378
BAD root_position: -0.08350
BAD root_position: -0.08317
BAD root_position: -0.08281
BAD root_position: -0.08243
BAD root_position: -0.08204
BAD root_position: -0.08165
BAD root_position: -0.08129
BAD root_position: -0.08096
BAD root_position: -0.08067
BAD root_position: -0.08045
BAD root_position: -0.08031
BAD root_position: -0.08025
BAD root_position: -0.08024
BAD root_position: -0.08022
BAD root_position: -0.08021
BAD root_position: -0.08019
BAD root_position: -0.08017
BAD root_position: -0.08015
BAD root_position: -0.08013
BAD root_position: -0.08010
BAD root_position: -0.08008
BAD root_position: -0.08005
BAD root_position: -0.08002
BAD root_position: -0.07999
BAD root_position: -0.07996
BAD root_position: -0.07993
BAD root_position: -0.07990
BAD root_position: -0.07986
BAD root_position: -0.07983
BAD root_position: -0.07980
BAD root_position: -0.07977
BAD root_position: -0.07974
BAD root_position: -0.07971
BAD root_position: -0.07968
BAD root_position: -0.07965
BAD root_position: -0.07962
BAD root_position: -0.07959
BAD root_position: -0.07957
BAD root_position: -0.07955
BAD root_position: -0.07953
BAD root_position: -0.07951
BAD root_position: -0.07949
BAD root_position: -0.07949
BAD root_position: -0.07957
BAD root_position: -0.07973
BAD root_position: -0.07995
BAD root_position: -0.08023
BAD root_position: -0.08055
BAD root_position: -0.08090
BAD root_position: -0.08127
BAD root_position: -0.08164
BAD root_position: -0.08200
BAD root_position: -0.08233
BAD root_position: -0.08264
BAD root_position: -0.08289
BAD root_position: -0.08309
BAD root_position: -0.08321
BAD root_position: -0.08325
BAD root_position: -0.08327
BAD root_position: -0.08330
BAD root_position: -0.08332
BAD root_position: -0.08334
BAD root_position: -0.08337
recorded 500 frames
avg lin_vel_x 0.0081
avg lin_vel_y -0.0161
avg yaw 0.0
computed xvel: 0.014, mean xvel: 0.0081
computed yvel: -0.021, mean yvel: -0.0161
computed thetavel: 0.007, mean thetavel: 0.0
DONE, saving 75_0.014_-0.021_0.007.json
