<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for boost::python::detail::container_element<std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > >, unsigned long, boost::python::detail::final_vector_derived_policies<std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > >, false> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<int, std::allocator<int> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<double, std::allocator<double> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > already registered; second conversion method ignored.
WARNING: Can't find trunk frames in the model, can't measure leg spacing
WARNING: Can't find head frames in the model, camera_look_at won't work
gait_parameters {'dx': 0.06, 'dy': 0.03, 'dtheta': -0.06, 'duration': 8, 'hardware': True, 'double_support_ratio': 0.8, 'startend_double_support_ratio': 1.5, 'planned_timesteps': 48, 'replan_timesteps': 10, 'walk_com_height': 0.445, 'walk_foot_height': 0.03, 'walk_trunk_pitch': -5.7, 'walk_foot_rise_ratio': 0.2, 'single_support_duration': 0.8, 'single_support_timesteps': 10, 'foot_length': 0.22, 'feet_spacing': 0.114, 'zmp_margin': 0.02, 'foot_zmp_target_x': 0.0, 'foot_zmp_target_y': 0.0, 'walk_max_dtheta': 1.0, 'walk_max_dy': 0.04, 'walk_max_dx_forward': 0.08, 'walk_max_dx_backward': 0.03, 'joints': ['leg_left_ankle_roll_joint', 'leg_left_ankle_pitch_joint', 'leg_left_knee_pitch_joint', 'leg_left_hip_pitch_joint', 'leg_left_hip_yaw_joint', 'leg_left_hip_roll_joint', 'leg_right_ankle_roll_joint', 'leg_right_ankle_pitch_joint', 'leg_right_knee_pitch_joint', 'leg_right_hip_pitch_joint', 'leg_right_hip_yaw_joint', 'leg_right_hip_roll_joint', 'left_wrist_attachment_joint', 'left_fore_arm_joint', 'left_upper_arm_joint', 'left_shoulder_joint', 'right_wrist_attachment_joint', 'right_fore_arm_joint', 'right_upper_arm_joint', 'right_shoulder_joint'], 'joint_angles': {'left_wrist_attachment_joint': 0, 'left_fore_arm_joint': -90, 'left_upper_arm_joint': 45, 'left_shoulder_joint': 0, 'right_wrist_attachment_joint': 0, 'right_fore_arm_joint': 90, 'right_upper_arm_joint': -45, 'right_shoulder_joint': 0}}
Placing the robot in the initial position...
Initial position reached
BAD root_position: -0.08236
BAD root_position: -0.08276
BAD root_position: -0.08314
BAD root_position: -0.08348
BAD root_position: -0.08378
BAD root_position: -0.08402
BAD root_position: -0.08420
BAD root_position: -0.08429
BAD root_position: -0.08435
BAD root_position: -0.08441
BAD root_position: -0.08447
BAD root_position: -0.08453
BAD root_position: -0.08459
BAD root_position: -0.08464
BAD root_position: -0.08469
BAD root_position: -0.08474
BAD root_position: -0.08473
BAD root_position: -0.08462
BAD root_position: -0.08444
BAD root_position: -0.08419
BAD root_position: -0.08389
BAD root_position: -0.08355
BAD root_position: -0.08318
BAD root_position: -0.08279
BAD root_position: -0.08240
BAD root_position: -0.08202
BAD root_position: -0.08166
BAD root_position: -0.08134
BAD root_position: -0.08106
BAD root_position: -0.08085
BAD root_position: -0.08071
BAD root_position: -0.08065
BAD root_position: -0.08062
BAD root_position: -0.08058
BAD root_position: -0.08055
BAD root_position: -0.08051
BAD root_position: -0.08046
BAD root_position: -0.08042
BAD root_position: -0.08037
BAD root_position: -0.08032
BAD root_position: -0.08027
BAD root_position: -0.08021
BAD root_position: -0.08015
BAD root_position: -0.08009
BAD root_position: -0.08003
BAD root_position: -0.07997
BAD root_position: -0.07990
BAD root_position: -0.07984
BAD root_position: -0.07978
BAD root_position: -0.07971
BAD root_position: -0.07965
BAD root_position: -0.07959
BAD root_position: -0.07953
BAD root_position: -0.07947
BAD root_position: -0.07941
BAD root_position: -0.07936
BAD root_position: -0.07931
BAD root_position: -0.07926
BAD root_position: -0.07921
BAD root_position: -0.07917
BAD root_position: -0.07913
BAD root_position: -0.07910
BAD root_position: -0.07907
BAD root_position: -0.07904
BAD root_position: -0.07907
BAD root_position: -0.07917
BAD root_position: -0.07934
BAD root_position: -0.07956
BAD root_position: -0.07982
BAD root_position: -0.08011
BAD root_position: -0.08043
BAD root_position: -0.08076
BAD root_position: -0.08110
BAD root_position: -0.08143
BAD root_position: -0.08174
BAD root_position: -0.08203
BAD root_position: -0.08228
BAD root_position: -0.08248
BAD root_position: -0.08262
BAD root_position: -0.08270
BAD root_position: -0.08275
BAD root_position: -0.08280
BAD root_position: -0.08285
BAD root_position: -0.08291
BAD root_position: -0.08296
BAD root_position: -0.08302
BAD root_position: -0.08308
BAD root_position: -0.08314
BAD root_position: -0.08309
BAD root_position: -0.08301
BAD root_position: -0.08286
BAD root_position: -0.08266
BAD root_position: -0.08240
BAD root_position: -0.08212
BAD root_position: -0.08180
BAD root_position: -0.08147
BAD root_position: -0.08114
BAD root_position: -0.08082
BAD root_position: -0.08051
BAD root_position: -0.08024
BAD root_position: -0.08000
BAD root_position: -0.07982
BAD root_position: -0.07971
BAD root_position: -0.07967
BAD root_position: -0.07966
BAD root_position: -0.07965
BAD root_position: -0.07964
BAD root_position: -0.07963
BAD root_position: -0.07962
BAD root_position: -0.07961
BAD root_position: -0.07961
BAD root_position: -0.07960
BAD root_position: -0.07960
BAD root_position: -0.07960
BAD root_position: -0.07960
BAD root_position: -0.07960
BAD root_position: -0.07961
BAD root_position: -0.07961
BAD root_position: -0.07962
BAD root_position: -0.07962
BAD root_position: -0.07963
BAD root_position: -0.07964
BAD root_position: -0.07965
BAD root_position: -0.07966
BAD root_position: -0.07967
BAD root_position: -0.07969
BAD root_position: -0.07970
BAD root_position: -0.07971
BAD root_position: -0.07971
BAD root_position: -0.07972
BAD root_position: -0.07973
BAD root_position: -0.07974
BAD root_position: -0.07975
BAD root_position: -0.07976
BAD root_position: -0.07977
BAD root_position: -0.07978
BAD root_position: -0.07985
BAD root_position: -0.08000
BAD root_position: -0.08022
BAD root_position: -0.08050
BAD root_position: -0.08083
BAD root_position: -0.08120
BAD root_position: -0.08159
BAD root_position: -0.08199
BAD root_position: -0.08240
BAD root_position: -0.08281
BAD root_position: -0.08319
BAD root_position: -0.08354
BAD root_position: -0.08385
BAD root_position: -0.08409
BAD root_position: -0.08427
BAD root_position: -0.08436
BAD root_position: -0.08443
BAD root_position: -0.08449
BAD root_position: -0.08456
BAD root_position: -0.08462
BAD root_position: -0.08468
BAD root_position: -0.08474
BAD root_position: -0.08479
BAD root_position: -0.08484
BAD root_position: -0.08483
BAD root_position: -0.08473
BAD root_position: -0.08454
BAD root_position: -0.08430
BAD root_position: -0.08400
BAD root_position: -0.08365
BAD root_position: -0.08328
BAD root_position: -0.08289
BAD root_position: -0.08252
BAD root_position: -0.08213
BAD root_position: -0.08177
BAD root_position: -0.08145
BAD root_position: -0.08117
BAD root_position: -0.08096
BAD root_position: -0.08082
BAD root_position: -0.08076
BAD root_position: -0.08073
BAD root_position: -0.08070
BAD root_position: -0.08066
BAD root_position: -0.08062
BAD root_position: -0.08058
BAD root_position: -0.08054
BAD root_position: -0.08049
BAD root_position: -0.08044
BAD root_position: -0.08038
BAD root_position: -0.08032
BAD root_position: -0.08026
BAD root_position: -0.08020
BAD root_position: -0.08013
BAD root_position: -0.08006
BAD root_position: -0.07998
BAD root_position: -0.07991
BAD root_position: -0.07983
BAD root_position: -0.07976
BAD root_position: -0.07968
BAD root_position: -0.07961
BAD root_position: -0.07954
BAD root_position: -0.07947
BAD root_position: -0.07940
BAD root_position: -0.07934
BAD root_position: -0.07927
BAD root_position: -0.07922
BAD root_position: -0.07917
BAD root_position: -0.07912
BAD root_position: -0.07907
BAD root_position: -0.07903
BAD root_position: -0.07900
BAD root_position: -0.07902
BAD root_position: -0.07913
BAD root_position: -0.07930
BAD root_position: -0.07953
BAD root_position: -0.07981
BAD root_position: -0.08012
BAD root_position: -0.08045
BAD root_position: -0.08080
BAD root_position: -0.08115
BAD root_position: -0.08149
BAD root_position: -0.08181
BAD root_position: -0.08209
BAD root_position: -0.08232
BAD root_position: -0.08249
BAD root_position: -0.08259
BAD root_position: -0.08264
BAD root_position: -0.08270
BAD root_position: -0.08275
BAD root_position: -0.08281
BAD root_position: -0.08287
BAD root_position: -0.08293
BAD root_position: -0.08299
BAD root_position: -0.08305
BAD root_position: -0.08304
BAD root_position: -0.08295
BAD root_position: -0.08279
BAD root_position: -0.08257
BAD root_position: -0.08231
BAD root_position: -0.08200
BAD root_position: -0.08168
BAD root_position: -0.08134
BAD root_position: -0.08101
BAD root_position: -0.08069
BAD root_position: -0.08040
BAD root_position: -0.08016
BAD root_position: -0.07997
BAD root_position: -0.07985
BAD root_position: -0.07982
BAD root_position: -0.07982
BAD root_position: -0.07983
BAD root_position: -0.07984
BAD root_position: -0.07984
BAD root_position: -0.07985
BAD root_position: -0.07986
BAD root_position: -0.07987
BAD root_position: -0.07987
BAD root_position: -0.07988
BAD root_position: -0.07989
BAD root_position: -0.07989
BAD root_position: -0.07990
BAD root_position: -0.07991
BAD root_position: -0.07991
BAD root_position: -0.07992
BAD root_position: -0.07992
BAD root_position: -0.07993
BAD root_position: -0.07993
BAD root_position: -0.07993
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07994
BAD root_position: -0.07996
BAD root_position: -0.08006
BAD root_position: -0.08025
BAD root_position: -0.08051
BAD root_position: -0.08083
BAD root_position: -0.08120
BAD root_position: -0.08160
BAD root_position: -0.08202
BAD root_position: -0.08245
BAD root_position: -0.08287
BAD root_position: -0.08328
BAD root_position: -0.08365
BAD root_position: -0.08397
BAD root_position: -0.08423
BAD root_position: -0.08440
BAD root_position: -0.08449
BAD root_position: -0.08456
BAD root_position: -0.08463
BAD root_position: -0.08469
BAD root_position: -0.08476
BAD root_position: -0.08482
recorded 500 frames
avg lin_vel_x 0.017
avg lin_vel_y 0.0048
avg yaw -0.0
computed xvel: 0.042, mean xvel: 0.017
computed yvel: 0.021, mean yvel: 0.0048
computed thetavel: -0.042, mean thetavel: -0.0
DONE, saving 71_0.042_0.021_-0.042.json
